price,representation,visibility
1,0.028377583001569923,0.024198840412255833
2,0.02416190130318413,-0.011175099693335645
3,0.03599324671243996,0.0016931879466509508
4,0.047735223768111325,-0.004277452698035568
5,0.04749159539018678,-0.015343453818217084
6,0.05125701996955784,-0.004012109931679053
7,0.04668841865829071,-0.034586811769086165
8,0.05789133946654493,0.026343834539136884
9,0.048614676674404333,0.006781570958171425
10,0.05164466231854524,-0.0038252819918406927
11,0.043116530640822326,0.005914674969973131
12,0.040148021316344616,-0.005358722073920373
13,0.03202916254452764,0.022935400073843572
14,0.03758138497040598,-0.025278547020595375
15,0.026423432951535028,-0.00232934263430018
16,0.030330025376058615,0.03683675966182018
17,0.025388581570537815,-0.015881153776977207
18,0.0218599546669065,-0.016290959046641348
19,0.020878610453023555,0.02205869719375675
20,0.019337148659986998,0.017242145255732703
21,0.018700754906436457,0.024483652645646874
22,0.014281290592870796,-0.012041485313514736
23,0.012682906281627574,-0.004643281518369999
24,0.013383053255569584,-0.011164702758410493
25,0.01044812821683381,-0.008570464864561084
26,0.012363001729306104,0.029468644814254503
27,0.012779674562578908,-0.0076408843163667875
28,0.008687514728701586,-0.007960271594231889
29,0.011981620857321431,-0.008709026752207794
30,0.012766013158209308,0.007778050525502815
31,0.007446034606614169,-0.006793883209833866
32,0.009183879087463726,-0.007512625536327363
33,0.01155925577222796,0.004286950430423556
34,0.009340416012532061,0.0023206280215588484
35,0.008968142743460457,-0.004998638126983184
36,0.006452167438725755,-0.005567712538157574
37,0.005315993975320673,-0.00475853954823734
38,0.005363239665432207,-0.0047336527809625105
39,0.0056199602225442775,-0.0046544950236806415
40,0.007365204630760701,-0.005213437940419792
41,0.005178810706442605,-0.0017800772784123016
42,0.007243390441798433,0.013095373170890962
43,0.004676184870677731,-0.004240430846056519
44,0.0045509553306230625,-0.003802627323994275
45,0.005108226783866337,-0.004456075387086034
46,0.006417444702619688,-0.0044391658200439305
47,0.004242435281942925,-0.003667964993117167
48,0.004107528913793123,-0.0038289866552703956
49,0.005868142401925347,-0.0024660797835541347
50,0.010970107708788951,0.026565033744809535
